iter	RMSE
128	0.5690470426
129	0.5665007746
130	0.564628653
131	0.5624174063
132	0.5595941407
133	0.5573030744
134	0.5550037333
135	0.5531268203
136	0.5508362345
137	0.5487468151
138	0.5465924167
139	0.5435099461
140	0.5408295349
141	0.5382614259
142	0.535791707
143	0.5335774016
144	0.5310702568
145	0.5291124924
146	0.526905777
147	0.5244141504
148	0.5224087228
149	0.5202071112
150	0.5176754333
151	0.5158413057
152	0.5133989839
153	0.510600102
154	0.5078856781
155	0.50539267
156	0.5032002687
157	0.5009262847
158	0.4992195503
159	0.4970919778
160	0.4947569356
161	0.4929490388
162	0.491000107
163	0.4888577321
164	0.486417069
165	0.4851988623
166	0.4831635888
167	0.4816051891
168	0.4798282793
169	0.4773424584
170	0.4748314115
171	0.4732024221
172	0.4712246651
173	0.4691292004
174	0.4671204479
175	0.4656219361
176	0.4634344597
177	0.4611297102
178	0.4596617943
179	0.457689077
180	0.4554662165
181	0.4538475346
182	0.4522400005
183	0.450922052
184	0.4489403213
185	0.4468593778
186	0.4454067901
187	0.4430859303
188	0.4410623189
189	0.4396202809
190	0.4380946682
191	0.4361222062
192	0.4339974735
193	0.432580907
194	0.4306462741
195	0.4288866113
196	0.4266806393
197	0.4248327413
198	0.4229048542
199	0.4208399744
200	0.4187115419
201	0.4174415032
202	0.4162464906
203	0.415023345
204	0.4134073524
205	0.4114762453
206	0.4104288489
207	0.4092817211
208	0.4081283312
209	0.4061652149
210	0.404499211
211	0.4026052962
212	0.4009094473
213	0.3994351099
214	0.3977801927
215	0.3960040272
216	0.3946606314
217	0.3930579516
218	0.3917363731
219	0.3901667055
220	0.388578348
221	0.3872151546
222	0.3856448147
223	0.3843698959
224	0.3826861241
225	0.3810218806
226	0.3794918505
227	0.3781937007
228	0.3773689027
229	0.3766623586
230	0.3751398279
231	0.3734449799
232	0.3719814535
233	0.3700494553
234	0.3688063156
235	0.3674829997
236	0.3665123327
237	0.3653327056
238	0.3638969073
239	0.3622602349
240	0.3609203486
241	0.3598281753
242	0.3583274191
243	0.3567678153
244	0.355923772
245	0.3547791427
246	0.3531141478
247	0.3516676715
248	0.3502668129
249	0.3489854711
250	0.3475988485
251	0.3464720236
252	0.3456176177
253	0.3447869721
254	0.3437535231
255	0.3427689802
256	0.3416090507
257	0.3409222191
258	0.3395736935
259	0.3382231843
260	0.3369823418
261	0.3357943986
262	0.3344395509
263	0.3332572282
264	0.3320882435
265	0.3310287322
266	0.3300760044
267	0.3293080911
268	0.328172867
269	0.3270128719
270	0.3261215931
271	0.3252911664
272	0.3242346409
273	0.3229312187
274	0.321730174
275	0.3207214911
276	0.3192153355
277	0.3182360262
278	0.3172717816
279	0.3166288412
280	0.3154560609
281	0.3147348384
282	0.3135796217
283	0.3127248945
284	0.3116402946
285	0.3108133883
286	0.3100458003
287	0.3092216003
288	0.3082230903
289	0.3071213355
290	0.3055790667
291	0.3044730024
292	0.3033557845
293	0.3024933383
294	0.3017706176
295	0.301142089
296	0.2999543807
297	0.2989089403
298	0.2983477057
299	0.2969953382
300	0.2964062397
301	0.2954282262
302	0.294358032
303	0.293678384
304	0.292665073
305	0.2918156436
306	0.2911432606
307	0.2900804802
308	0.2887951603
309	0.2877550271
310	0.287106017
311	0.2862942776
312	0.2853215187
313	0.2847558399
314	0.2841214836
315	0.2833324488
316	0.2826994883
317	0.2813066678
318	0.2803677154
319	0.2797647346
320	0.2788380887
321	0.2782293157
322	0.2771177367
323	0.2761085079
324	0.2754326959
325	0.2748626528
326	0.274046638
327	0.2733707168
328	0.2725223612
329	0.2718406057
330	0.2712131134
331	0.270490649
332	0.2695159299
333	0.2683933848
334	0.2676699209
335	0.2670827973
336	0.265894788
337	0.2650894141
338	0.2643239602
339	0.2633117452
340	0.2627656077
341	0.2620487685
342	0.2611104893
343	0.2604061477
344	0.2601374136
345	0.2592828772
346	0.2586019426
347	0.2578984983
348	0.2570805477
349	0.2561533455
350	0.255616674
351	0.2549105306
352	0.2543659391
353	0.253418986
354	0.2527742607
355	0.2522104557
356	0.2514918116
357	0.2507807742
358	0.2498286962
359	0.2494558153
360	0.248756905
361	0.2480812286
362	0.2473405457
363	0.2469683976
364	0.2460989952
365	0.2457132834
366	0.2450636535
367	0.2443917809
368	0.243943409
369	0.2432504928
370	0.2425456257
371	0.2420396779
372	0.2417515176
373	0.2410195725
374	0.2398626583
375	0.2391051604
376	0.2386903734
377	0.2383559681
378	0.2377718828
379	0.2372193497
380	0.2365924581
381	0.2359875341
382	0.2350083695
383	0.2345403224
384	0.2340346538
385	0.2336699639
386	0.2332650258
387	0.2326755244
388	0.2322563129
389	0.2318480368
390	0.231280835
391	0.2307111817
392	0.230259607
393	0.2299154496
394	0.2294750545
395	0.2289742444
396	0.2285617598
397	0.227844689
398	0.2275561181
399	0.2268028391
400	0.2260177034
401	0.2258588338
402	0.2254078064
403	0.2247605533
404	0.2240760008
405	0.2237697672
406	0.223322425
407	0.2230005126
408	0.2226797485
409	0.2220246236
410	0.2213093392
411	0.2209068793
412	0.2205949062
413	0.2198790046
414	0.2191782123
415	0.2182817521
416	0.2178660023
417	0.2172229188
418	0.2167486471
419	0.2160612193
420	0.2155030149
421	0.2150607746
422	0.2142052091
423	0.2135690522
424	0.2131152747
425	0.2127745227
426	0.2120714078
427	0.2116868817
428	0.2110038364
429	0.2107022598
430	0.2105304493
431	0.2099762332
432	0.2093209959
433	0.2086015269
434	0.2077150867
435	0.2071293415
436	0.2064963187
437	0.2061448434
438	0.2055835843
439	0.205322475
440	0.2045531705
441	0.2043011482
442	0.2036476298
443	0.2032099117
444	0.2026888729
445	0.2022380289
446	0.2018604486
447	0.2010033512
448	0.2003657024
449	0.1998092946
450	0.1993306917
451	0.1989906211
452	0.1987395417
453	0.197990759
454	0.1976777278
455	0.1973601971
456	0.1971140721
457	0.1964114834
458	0.1957069284
459	0.1953965972
460	0.1949374016
461	0.1941545541
462	0.1938605435
463	0.1932244545
464	0.1929540091
465	0.1923985286
466	0.1922234914
467	0.1917348105
468	0.1915410198
469	0.191118535
470	0.1907972218
471	0.1901884643
472	0.1896742649
473	0.1889925194
474	0.1883312331
475	0.1880705976
476	0.1874572856
477	0.1871406487
478	0.1866633886
479	0.1862834377
480	0.1857565614
481	0.1850194012
482	0.1845388129
483	0.1839827977
484	0.1836342333
485	0.1829568288
486	0.1828354705
487	0.1825764539
488	0.1823490112
489	0.1817199916
490	0.1812080627
491	0.1804997203
492	0.1803030183
493	0.1794539201
494	0.1791439396
495	0.1786198963
496	0.1779302968
497	0.1774433371
498	0.1771486249
499	0.176568062
500	0.1760154706
501	0.1755053461
502	0.174886643
503	0.1742318285
504	0.1737595693
505	0.1733446934
506	0.1729393086
507	0.1725035948
508	0.1720514468
509	0.1715679098
510	0.1712084881
511	0.1710379257
512	0.1708677018
513	0.1702902418
514	0.1697515381
515	0.1692694469
516	0.1688082345
517	0.1685288654
518	0.1678919709
519	0.1675311991
520	0.1673038553
521	0.1668452911
522	0.1665073283
523	0.1662664365
524	0.165910053
525	0.1656403051
526	0.1651810322
527	0.1649452143
528	0.1646670367
529	0.1644225814
530	0.1639613798
531	0.1638044564
532	0.1633921418
533	0.1631408454
534	0.1630061554
535	0.162670033
536	0.1621968113
537	0.1619550472
538	0.1615245969
539	0.161383814
540	0.1609835807
541	0.1607134489
542	0.1603154083
543	0.160004698
544	0.1598254243
545	0.159605533
546	0.1593094151
547	0.1590207934
548	0.1588532543
549	0.1586109666
550	0.1581750996
551	0.1576895703
552	0.1574910877
553	0.1573167003
554	0.1571128953
555	0.1567077778
556	0.1563491707
557	0.1560133287
558	0.1555878934
559	0.1552825756
560	0.1551062133
561	0.1546229077
562	0.1542438864
563	0.1538416728
564	0.1536094877
565	0.1531546111
566	0.1526548309
567	0.1523287464
568	0.1518849451
569	0.1513699572
570	0.1509916906
571	0.1504931171
572	0.1501188423
573	0.1499878334
574	0.149645768
575	0.1492143286
576	0.1489222292
577	0.1485463095
578	0.1480889357
579	0.1479106788
580	0.1475124862
581	0.1471583336
582	0.1468238779
583	0.1463616146
584	0.1461570267
585	0.1459666668
586	0.1457877266
587	0.1456870945
588	0.1452406854
589	0.1450821939
590	0.1448255157
591	0.144480644
592	0.144084122
593	0.1439299945
594	0.1434456629
595	0.1430882604
596	0.1427834063
597	0.1423948715
598	0.1419692307
599	0.1417862818
600	0.1414468112
601	0.1410720769
602	0.1408905349
603	0.140448769
604	0.1401274002
605	0.1399334319
606	0.1396245826
607	0.1392941265
608	0.1390799705
609	0.1386423389
610	0.1385604463
611	0.1383215849
612	0.1381474312
613	0.1379382178
614	0.1375600769
615	0.1372632383
616	0.137022726
617	0.1368812678
618	0.1365239155
619	0.1364600153
620	0.1361729634
621	0.1358957618
622	0.1357134948
623	0.1354644797
624	0.1351271729
625	0.1348081062
626	0.1346322512
627	0.1342764997
628	0.1339997683
629	0.1338700454
630	0.1335328932
631	0.1334415739
632	0.133257586
633	0.1330799234
634	0.132700325
635	0.1324649032
636	0.1320838896
637	0.1317952872
638	0.131519752
639	0.131387673
640	0.1312380848
641	0.1309360641
642	0.130846425
643	0.1305098304
644	0.1303557991
645	0.1300625123
646	0.1298133806
647	0.1294926306
648	0.1291768164
649	0.1290601286
650	0.1289406276
651	0.128578306
652	0.1284568859
653	0.1280721548
654	0.1277762524
655	0.1274831283
656	0.1273389068
657	0.1272045549
658	0.127080626
659	0.1267702097
660	0.1264664711
661	0.1261435589
662	0.1259244081
663	0.1257187892
664	0.1253536882
665	0.1251266314
666	0.1248210748
667	0.1244388373
668	0.1241083284
669	0.1240272655
670	0.1237497033
671	0.1234461314
672	0.1231234828
673	0.1228567746
674	0.1226561604
675	0.1223731611
676	0.1220645614
677	0.1217809347
678	0.121465959
679	0.1212278703
680	0.1209686797
681	0.1208327776
682	0.1205933335
683	0.1203083964
684	0.1200275058
685	0.1197300166
686	0.1194751374
687	0.1192333885
688	0.1190969374
689	0.1189620146
690	0.1186547302
691	0.1184441603
692	0.1181422237
693	0.11802168
694	0.1177468913
695	0.1175466118
696	0.1173103565
697	0.1171930633
698	0.1169113106
699	0.1167845695
700	0.1165616744
701	0.1164103401
702	0.1162997058
703	0.1162137232
704	0.1160191676
705	0.1157383106
706	0.1153897105
707	0.11530512
708	0.1150030852
709	0.1149515062
710	0.1148415802
711	0.1146045131
712	0.1143894601
713	0.1142211091
714	0.113982915
715	0.1137115737
716	0.1134866729
717	0.1131981436
718	0.1130602759
719	0.1128307519
720	0.1127014242
721	0.1124656308
722	0.1122212029
723	0.1120191644
724	0.1118124374
725	0.1116554526
726	0.1115822716
727	0.111297806
728	0.111105718
729	0.1108930739
730	0.1107101533
731	0.1105802903
732	0.1104718115
733	0.1102252618
734	0.110000819
735	0.109811822
736	0.1095062018
737	0.1093978747
738	0.1091191796
739	0.1088324844
740	0.1086146484
741	0.1085312854
742	0.1082811327
743	0.1079834568
744	0.1077498662
745	0.1076756629
746	0.1076068585
747	0.1073660294
748	0.1071473302
749	0.1068870877
750	0.106793247
751	0.1066067878
752	0.1065010088
753	0.1063013581
754	0.1061535219
755	0.1059027286
756	0.1057929547
757	0.1056913906
758	0.1054636317
759	0.1052259578
760	0.1050101278
761	0.1047484845
762	0.1046012667
763	0.1044754685
764	0.1043009139
765	0.1041193261
766	0.1039192644
767	0.1036895931
768	0.1035735615
769	0.1033765703
770	0.1032524384
771	0.1031003058
772	0.1029084668
773	0.1028074083
774	0.1026788873
775	0.1025809139
776	0.1024738912
777	0.1023947651
778	0.1021561176
779	0.1019740507
780	0.1018228582
781	0.1015819468
782	0.1014628547
783	0.101375932
784	0.1012377781
785	0.1010235935
786	0.1009321809
787	0.1007033413
788	0.1005196314
789	0.1004267556
790	0.1003654787
791	0.1001817833
792	0.09992470501
793	0.09975852364
794	0.09960873627
795	0.09946381632
796	0.09931231584
797	0.09912051101
798	0.09898350447
799	0.09878965222
800	0.09853568325
801	0.09834291418
802	0.09817749534
803	0.09803238065
804	0.09783146385
805	0.09765643232
806	0.09752486145
807	0.09746368023
808	0.09732427163
809	0.09717709192
810	0.09701834572
811	0.0968416804
812	0.09663162607
813	0.09638582016
814	0.09621474988
815	0.09605682151
816	0.09597044947
817	0.09581684194
818	0.09565660932
819	0.09556784251
820	0.09542592061
821	0.0952597273
822	0.09510985307
823	0.09492370266
824	0.09482490872
825	0.09461772925
826	0.09450879874
827	0.09437701161
828	0.09420475445
829	0.09403093557
830	0.09394047966
831	0.09388752835
832	0.09369757335
833	0.09353373663
834	0.09333901315
835	0.09320352689
836	0.09307795808
837	0.09293015935
838	0.09280344725
839	0.09271614349
840	0.09259014633
841	0.0924486524
842	0.09229344786
843	0.0921525231
844	0.09198654119
845	0.09185174857
846	0.09168617372
847	0.09149951692
848	0.09145325723
849	0.09126547051
850	0.09115433315
851	0.09109290481
852	0.09089997827
853	0.09073143182
854	0.09055927791
855	0.0904022322
856	0.09024480142
857	0.09012719084
858	0.09001828491
859	0.08985278731
860	0.08979030072
861	0.08962150096
862	0.08950873398
863	0.08936261972
864	0.08921070851
865	0.08915658251
866	0.08897922525
867	0.08884927405
868	0.08879391414
869	0.08864426031
870	0.08849272809
871	0.08838024476
872	0.08820227028
873	0.08813052272
874	0.08800564009
875	0.08785833126
876	0.08772287009
877	0.08753114563
878	0.087351359
879	0.08723752024
880	0.08707056009
881	0.08694781459
882	0.08676880758
883	0.08663572227
884	0.08653513249
885	0.08637113772
886	0.08633045043
887	0.08623389298
888	0.08617775956
889	0.08603523992
890	0.08591860118
891	0.08577758691
892	0.08565288886
893	0.08553701657
894	0.08547676069
895	0.08536723399
896	0.08520198063
897	0.08505116406
898	0.08494378438
899	0.08475224122
900	0.08462036773
901	0.08448556587
902	0.08443971245
903	0.08433106666
904	0.08418820925
905	0.0840561946
906	0.08386897561
907	0.08383275788
908	0.08372898048
909	0.08361033549
910	0.08357197436
911	0.08352496428
912	0.08339253596
913	0.08328093608
914	0.08314368945
915	0.08301645887
916	0.08289141414
917	0.08277678049
918	0.08269411807
919	0.08257137332
920	0.08243408128
921	0.08240793595
922	0.08230012049
923	0.08224861529
924	0.08220634927
925	0.08217185296
926	0.08204349842
927	0.08190280766
928	0.0817965889
929	0.08165238779
930	0.08151591055
931	0.08141140108
932	0.08132703787
933	0.0812329836
934	0.08119061978
935	0.0811074449
936	0.08106608206
937	0.0809632573
938	0.08089000756
939	0.08082001504
940	0.08071818448
941	0.08057885335
942	0.08054342349
943	0.0804519527
944	0.08033667438
945	0.08020698585
946	0.08006784671
947	0.07997391349
948	0.07987329178
949	0.07978349727
950	0.07966050965
951	0.07956310817
952	0.07946324806
953	0.0793190641
954	0.07922187767
955	0.07907922253
956	0.07905490224
957	0.07894377305
958	0.07885759283
959	0.07874445334
960	0.07869046578
961	0.07865223323
962	0.07853720659
963	0.07844156047
964	0.07831056995
965	0.07812479206
966	0.07803120907
967	0.07794216992
968	0.07785125641
969	0.07775682996
970	0.07767557587
971	0.07755072609
972	0.07742870948
973	0.0773901653
974	0.07734461721
975	0.0773066962
976	0.07718910913
977	0.0771499563
978	0.0771126409
979	0.07698268311
980	0.07694583245
981	0.07682239051
982	0.07672275575
983	0.07656916696
984	0.07647874389
985	0.07638740213
986	0.07634968694
987	0.0762520142
988	0.07621617063
989	0.07617297066
990	0.07606625573
991	0.07594594602
992	0.07585732383
993	0.07573449838
994	0.07569799571
995	0.07566307642
996	0.07554829326
997	0.0754602859
998	0.07535414293
999	0.07522467326
1000	0.07511147311
1001	0.07502619306
1002	0.07499200972
1003	0.0748744817
1004	0.07484068768
1005	0.07470911343
1006	0.07467570524
1007	0.07458465959
1008	0.07455399297
1009	0.074521203
1010	0.074440041
1011	0.07432601406
1012	0.07430514907
1013	0.07422919168
1014	0.07419696207
1015	0.07416830717
1016	0.07408010988
1017	0.07399584807
1018	0.07387810965
1019	0.07379554843
1020	0.07366080505
1021	0.07362929337
1022	0.07359808172
1023	0.07356716729
1024	0.07348385953
1025	0.07337452058
1026	0.07329126106
1027	0.07318969678
1028	0.07302692691
1029	0.0729464448
1030	0.07287050826
1031	0.07283995602
1032	0.07274346297
1033	0.07271323466
1034	0.07261450841
1035	0.07255291349
1036	0.07246566171
1037	0.07238289216
1038	0.07227963642
1039	0.07216607094
1040	0.07207710673
1041	0.0720168465
1042	0.07193750929
1043	0.07190802358
1044	0.07188836646
1045	0.07178939302
1046	0.07172710017
1047	0.07163029965
1048	0.07160133313
1049	0.07149994016
1050	0.07139874039
1051	0.0713700968
1052	0.07125984005
1053	0.0711802317
1054	0.07112311906
1055	0.07104651183
1056	0.07093322018
1057	0.07086709432
1058	0.0708510231
1059	0.07075590792
1060	0.07067129964
1061	0.07057939244
1062	0.07042923934
1063	0.0704131386
1064	0.07033701258
1065	0.07031237699
1066	0.07021499447
1067	0.07013323197
1068	0.07007546501
1069	0.0700168285
1070	0.06996293389
1071	0.06987174448
1072	0.06979017928
1073	0.06970470306
1074	0.06963566559
1075	0.06958916282
1076	0.0695118066
1077	0.0694877676
1078	0.06941670528
1079	0.06931638744
1080	0.06921222821
1081	0.06913006041
1082	0.06906276867
1083	0.06899823455
1084	0.06890462397
1085	0.06888892059
1086	0.06887330234
1087	0.06880780684
1088	0.06879230275
1089	0.0687768521
1090	0.06875325983
1091	0.06869076175
1092	0.06854936592
1093	0.06846653676
1094	0.0684510046
1095	0.06836845127
1096	0.06832034298
1097	0.06821462753
1098	0.06819134297
1099	0.06813382343
1100	0.06806231054
1101	0.06792519546
1102	0.06785996952
1103	0.06784670429
1104	0.06776408782
1105	0.06771235093
1106	0.06762897664
1107	0.06754891323
1108	0.06745604304
1109	0.06732175857
1110	0.06730666911
1111	0.06721854141
1112	0.06720350363
1113	0.06707438709
1114	0.0670593266
1115	0.06704439952
1116	0.06695773134
1117	0.06689910284
1118	0.06683874158
1119	0.06670798995
1120	0.0666230044
1121	0.06660812233
1122	0.06659331146
1123	0.06657857147
1124	0.06650550489
1125	0.06643139546
1126	0.06637241148
1127	0.06635774621
1128	0.0662919086
1129	0.06623250681
1130	0.06615802502
1131	0.06606918194
1132	0.06599712357
1133	0.06598252951
1134	0.06590675367
1135	0.06589223181
1136	0.06580988751
1137	0.06574835554
1138	0.06570654768
1139	0.06563613492
1140	0.06554002546
1141	0.06552562988
1142	0.06550421936
1143	0.06541054558
1144	0.06539631549
1145	0.06531575737
1146	0.0652746592
1147	0.06518307395
1148	0.06510821311
1149	0.06502871547
1150	0.06490467885
1151	0.06481490717
1152	0.06480085215
1153	0.06478686431
1154	0.06466523964
1155	0.0646214069
1156	0.06451831782
1157	0.06445094023
1158	0.06441117019
1159	0.06433446982
1160	0.06423622953
1161	0.06416084226
1162	0.06408692705
1163	0.06404406859
1164	0.0639260179
1165	0.06383812043
1166	0.06375204287
1167	0.06367194197
1168	0.06365813475
1169	0.06361575774
1170	0.06360208418
1171	0.06352349157
1172	0.06345113742
1173	0.06336641674
1174	0.06329847224
1175	0.06328481497
1176	0.06319376806
1177	0.06318015111
1178	0.06316659804
1179	0.06312359821
1180	0.06311017469
1181	0.06303925869
1182	0.06299050992
1183	0.06287909428
1184	0.06283822179
1185	0.06282672876
1186	0.06281346968
1187	0.06280027406
1188	0.06278895969
1189	0.06271671294
1190	0.06265398903
1191	0.06261578046
1192	0.0625204677
1193	0.062447262
1194	0.06233580145
1195	0.06232271147
1196	0.06231152751
1197	0.06225024201
1198	0.06221378391
1199	0.06220083582
1200	0.06218794975
1201	0.06213189797
1202	0.06206459128
1203	0.06195516511
1204	0.06194419475
1205	0.0619073657
1206	0.06181596173
1207	0.06172779315
1208	0.06167353138
1209	0.06160978356
1210	0.06159705321
1211	0.06150354099
1212	0.06143608915
1213	0.06136840611
1214	0.06126239846
1215	0.06117603011
1216	0.06110649342
1217	0.06109371175
1218	0.06104446111
1219	0.06103175838
1220	0.06097318758
1221	0.06089257051
1222	0.06087996394
1223	0.06086741968
1224	0.06081920357
1225	0.0608067221
1226	0.06079611251
1227	0.06078372987
1228	0.06077323517
1229	0.060713819
1230	0.06060988961
1231	0.06054440721
1232	0.06047549348
1233	0.06038900303
1234	0.06037663935
1235	0.06028531985
1236	0.06018967527
1237	0.06009912277
1238	0.06002098426
1239	0.05998144221
1240	0.05996920435
1241	0.05989252487
1242	0.05983463647
1243	0.0597955782
1244	0.05973345101
1245	0.05968246622
1246	0.05960708915
1247	0.05959495891
1248	0.05950852994
1249	0.05941638492
1250	0.05940604614
1251	0.0593689144
1252	0.05930593823
1253	0.05927342631
1254	0.05926154551
1255	0.05925144886
1256	0.05916914063
1257	0.05912364316
1258	0.05906845964
1259	0.05901710692
1260	0.05895246886
1261	0.05885514835
1262	0.05877254709
1263	0.05869263748
1264	0.0586807518
1265	0.05864327665
1266	0.05856466236
1267	0.0584900633
1268	0.05839277258
1269	0.05831186785
1270	0.05830008991
1271	0.05822018441
1272	0.05816007714
1273	0.05814832233
1274	0.05809216501
1275	0.05806024836
1276	0.05804859187
1277	0.05803863178
1278	0.05796740066
1279	0.05787472811
1280	0.05780032728
1281	0.05773880042
1282	0.05766654905
1283	0.05760585432
1284	0.05755312033
1285	0.05751749901
1286	0.05746264507
1287	0.05740730743
1288	0.05733664168
1289	0.05728753322
1290	0.05727609012
1291	0.05719925053
1292	0.05713984018
1293	0.05710853748
1294	0.05705192447
1295	0.05696251607
1296	0.05693148977
1297	0.05692011697
1298	0.0568424747
1299	0.05683117233
1300	0.056821608
1301	0.05675305387
1302	0.05668578713
1303	0.05663182677
1304	0.05656328316
1305	0.0564888037
1306	0.05641215676
1307	0.0563520555
1308	0.05627675343
1309	0.05622319525
1310	0.05618948231
1311	0.05612965149
1312	0.05611848761
1313	0.05608402935
1314	0.05602557761
1315	0.05595955974
1316	0.05589312265
1317	0.05582759054
1318	0.05581651892
1319	0.05574723851
1320	0.05570189968
1321	0.05569093081
1322	0.05566073149
1323	0.0555852972
1324	0.05553204856
1325	0.05549812636
1326	0.0554872866
1327	0.05542982818
1328	0.05537746609
1329	0.05536665027
1330	0.0553368418
1331	0.05528526488
1332	0.05527457876
1333	0.05518786095
1334	0.05517877862
1335	0.05514310764
1336	0.05510567951
1337	0.05503165526
1338	0.05502104675
1339	0.0549441898
1340	0.05489468911
1341	0.05485688577
1342	0.05484792629
1343	0.05480396308
1344	0.05475891443
1345	0.05470889053
1346	0.05463639362
1347	0.05458681937
1348	0.05453171149
1349	0.05448821371
1350	0.05443413832
1351	0.05438577305
1352	0.05434130258
1353	0.05429646497
1354	0.05428099947
1355	0.05424283267
1356	0.05418100955
1357	0.0541095704
1358	0.05410069
1359	0.05406101738
1360	0.05402188089
1361	0.05395135806
1362	0.05387946921
1363	0.05381609445
1364	0.05373583784
1365	0.05372701254
1366	0.0537118988
1367	0.05366972416
1368	0.05362743551
1369	0.05354857366
1370	0.05350778993
1371	0.05344015987
1372	0.05339455598
1373	0.05334461051
1374	0.0533358433
1375	0.05330678859
1376	0.05327802476
1377	0.05324372626
1378	0.05318607503
1379	0.05311722254
1380	0.05303815045
1381	0.05298033278
1382	0.05297005523
1383	0.05293084018
1384	0.05286310884
1385	0.05284843031
1386	0.0528084741
1387	0.05278015125
1388	0.05273717627
1389	0.05268032661
1390	0.05262156304
1391	0.05261141741
1392	0.05256424332
1393	0.05249807184
1394	0.05245590052
1395	0.05242079634
1396	0.05235587298
1397	0.0522967086
1398	0.05226061362
1399	0.05224140712
1400	0.05220256236
1401	0.05213794366
1402	0.05207686197
1403	0.05202787912
1404	0.05198070422
1405	0.05193112922
1406	0.05190796542
1407	0.05187999627
1408	0.05181589748
1409	0.05177354747
1410	0.05172780386
1411	0.05170000639
1412	0.05165951034
1413	0.05163197327
1414	0.05160011397
1415	0.05155001593
1416	0.05151597711
1417	0.05144557848
1418	0.05138147651
1419	0.05135448534
1420	0.05130111989
1421	0.05122520177
1422	0.05116697955
1423	0.05110683933
1424	0.05109703643
1425	0.05105209065
1426	0.05102937619
1427	0.05101964898
1428	0.05097174648
1429	0.05095214229
1430	0.05091329722
1431	0.0508766888
1432	0.05081544715
1433	0.05080582002
1434	0.05078351776
1435	0.05072941911
1436	0.05071989668
1437	0.05065790294
1438	0.05063179354
1439	0.05060654854
1440	0.05056613561
1441	0.05055810242
1442	0.05053463527
1443	0.0505251463
1444	0.05049871847
1445	0.05047255552
1446	0.05042344428
1447	0.05035267253
1448	0.05034338107
1449	0.05030223583
1450	0.05023948406
1451	0.05020368312
1452	0.05017502196
1453	0.05016722789
1454	0.05012154428
1455	0.05009601511
1456	0.05006051499
1457	0.05003522013
1458	0.04998390483
1459	0.04995439779
1460	0.0499453926
1461	0.04993642441
1462	0.04987090062
1463	0.04986200407
1464	0.04985315047
1465	0.04984433261
1466	0.04979799084
1467	0.04978923188
1468	0.04973071895
1469	0.04971261969
1470	0.0496731424
1471	0.04963372105
1472	0.04957519581
1473	0.04956543689
1474	0.04952212883
1475	0.04944639411
1476	0.04943905188
1477	0.04938001468
1478	0.04937270902
1479	0.04932745274
1480	0.04931784101
1481	0.04930002566
1482	0.0492618077
1483	0.04922177922
1484	0.04918345006
1485	0.04917493338
1486	0.0491655002
1487	0.04912940858
1488	0.04907584752
1489	0.04904647562
1490	0.04899112099
1491	0.04894644487
1492	0.0489244122
1493	0.04891225016
1494	0.04885581819
1495	0.04883220514
1496	0.04879336894
1497	0.04875776556
1498	0.04870321965
1499	0.04868586499
1500	0.04867882078
1501	0.04862753864
1502	0.04862054783
1503	0.04859180796
1504	0.04853483879
1505	0.04851313252
1506	0.04848141964
