iter	Passed	Remaining
229	94	3995
230	94	3995
231	94	3995
232	95	3996
233	95	3997
234	96	4007
235	97	4017
236	97	4024
237	98	4023
238	98	4022
239	98	4022
240	99	4021
241	99	4021
242	100	4021
243	100	4021
244	101	4022
245	101	4021
246	101	4020
247	102	4019
248	102	4018
249	103	4018
250	103	4023
251	104	4031
252	104	4030
253	105	4030
254	105	4029
255	105	4028
256	106	4031
257	106	4032
258	107	4034
259	107	4033
260	108	4033
261	108	4034
262	108	4035
263	109	4041
264	110	4060
265	111	4062
266	111	4062
267	111	4062
268	112	4062
269	112	4061
270	113	4060
271	113	4059
272	113	4059
273	114	4058
274	114	4057
275	115	4056
276	115	4056
277	115	4056
278	116	4058
279	117	4061
280	117	4068
281	118	4067
282	118	4066
283	118	4065
284	119	4064
285	119	4063
286	120	4063
287	120	4061
288	120	4060
289	121	4060
290	121	4059
291	122	4058
292	122	4056
293	122	4056
294	123	4062
295	124	4066
296	124	4068
297	124	4067
298	125	4067
299	125	4066
300	126	4067
301	126	4066
302	127	4065
303	127	4064
304	127	4063
305	128	4062
306	128	4061
307	129	4060
308	129	4070
309	130	4072
310	130	4075
311	131	4075
312	131	4074
313	132	4073
314	132	4073
315	132	4072
316	133	4071
317	133	4070
318	134	4070
319	134	4069
320	134	4069
321	135	4068
322	135	4073
323	136	4079
324	137	4085
325	137	4085
326	138	4085
327	138	4084
328	138	4084
329	139	4084
330	139	4084
331	140	4084
332	140	4084
333	141	4083
334	141	4083
335	141	4082
336	142	4088
337	143	4104
338	144	4106
339	144	4106
340	144	4106
341	145	4106
342	145	4106
343	146	4106
344	146	4105
345	147	4104
346	147	4104
347	147	4103
348	148	4103
349	148	4102
350	149	4111
351	150	4114
352	150	4114
353	150	4114
354	151	4114
355	151	4114
356	152	4114
357	152	4113
358	153	4112
359	153	4112
360	153	4111
361	154	4112
362	154	4112
363	155	4111
364	155	4111
365	156	4112
366	156	4112
367	157	4113
368	157	4112
369	157	4111
370	158	4110
371	158	4110
372	159	4111
373	159	4110
374	160	4110
375	160	4110
376	161	4111
377	161	4111
378	161	4110
379	162	4110
380	162	4111
381	163	4112
382	163	4113
383	164	4113
384	164	4113
385	165	4112
386	165	4112
387	165	4112
388	166	4112
389	166	4112
390	167	4114
391	167	4114
392	168	4116
393	169	4123
394	170	4137
395	170	4138
396	171	4138
397	171	4138
398	171	4138
399	172	4138
400	172	4138
401	173	4137
402	173	4137
403	174	4137
404	174	4136
405	175	4136
406	175	4138
407	176	4146
408	176	4148
409	177	4148
410	177	4149
411	178	4149
412	178	4149
413	179	4149
414	179	4149
415	180	4149
416	180	4149
417	181	4150
418	181	4150
419	182	4152
420	182	4159
421	183	4162
422	183	4161
423	184	4160
424	184	4160
425	185	4160
426	185	4160
427	186	4159
428	186	4159
429	186	4159
430	187	4158
431	187	4157
432	188	4157
433	188	4162
434	189	4165
435	189	4167
436	190	4167
437	190	4167
438	191	4166
439	191	4166
440	192	4166
441	192	4168
442	193	4168
443	193	4167
444	194	4167
445	194	4167
446	194	4166
447	195	4170
448	196	4172
449	196	4176
450	197	4177
451	197	4178
452	198	4177
453	198	4177
454	199	4176
455	199	4176
456	199	4175
457	200	4175
458	200	4174
459	201	4174
460	201	4179
461	202	4182
462	203	4184
463	203	4184
464	204	4184
465	204	4184
466	204	4184
467	205	4183
468	205	4183
469	206	4182
470	206	4182
471	207	4182
472	207	4183
473	208	4184
474	208	4188
475	209	4194
476	210	4194
477	210	4195
478	211	4195
479	211	4194
480	211	4194
481	212	4194
482	212	4193
483	213	4193
484	213	4193
485	214	4193
486	214	4193
487	215	4196
488	216	4210
489	216	4211
490	217	4211
491	217	4212
492	218	4212
493	218	4212
494	219	4212
495	219	4212
496	220	4212
497	220	4212
498	221	4212
499	221	4213
500	222	4221
501	223	4223
502	223	4223
503	224	4223
504	224	4225
505	225	4225
506	225	4225
507	226	4225
508	226	4225
509	227	4225
510	227	4225
511	228	4225
512	228	4229
513	229	4232
514	229	4233
515	230	4233
516	230	4232
517	231	4232
518	231	4231
519	232	4231
520	232	4232
521	233	4231
522	233	4231
523	234	4231
524	234	4231
525	235	4233
526	235	4240
527	236	4240
528	236	4240
529	237	4240
530	237	4240
531	238	4241
532	238	4241
533	239	4241
534	239	4242
535	240	4243
536	240	4243
537	241	4244
538	242	4251
539	242	4254
540	243	4254
541	243	4255
542	244	4255
543	244	4255
544	245	4256
545	245	4256
546	246	4256
547	246	4257
548	247	4257
549	247	4258
550	248	4263
551	249	4266
552	249	4266
553	250	4266
554	250	4266
555	251	4266
556	251	4266
557	252	4265
558	252	4265
559	252	4264
560	253	4264
561	253	4264
562	254	4265
563	255	4270
564	255	4273
565	256	4274
566	256	4274
567	257	4273
568	257	4272
569	258	4272
570	258	4272
571	259	4272
572	259	4272
573	260	4271
574	260	4271
575	261	4271
576	261	4275
577	262	4277
578	262	4277
579	263	4278
580	263	4277
581	264	4277
582	264	4278
583	265	4277
584	265	4277
585	266	4277
586	266	4277
587	267	4277
588	267	4279
589	268	4283
590	269	4285
591	269	4285
592	270	4285
593	270	4285
594	271	4284
595	271	4285
596	272	4284
597	272	4285
598	273	4284
599	273	4284
600	273	4283
601	274	4284
602	275	4288
603	275	4289
604	276	4290
605	276	4290
606	277	4290
607	277	4290
608	278	4290
609	278	4290
610	279	4291
611	279	4291
612	280	4291
613	280	4292
614	281	4294
615	282	4297
616	282	4297
617	283	4298
618	283	4297
619	284	4297
620	284	4297
621	285	4297
622	285	4298
623	286	4298
624	286	4298
625	287	4298
626	287	4301
627	288	4304
628	288	4304
629	289	4304
630	289	4304
631	290	4304
632	290	4304
633	291	4303
634	291	4303
635	292	4303
636	292	4303
637	293	4302
638	293	4304
639	294	4310
640	295	4311
641	295	4312
642	296	4312
643	296	4312
644	297	4312
645	297	4313
646	298	4313
647	298	4314
648	299	4314
649	299	4314
650	300	4314
651	301	4320
652	301	4321
653	302	4321
654	302	4322
655	303	4323
656	304	4323
657	304	4323
658	304	4322
659	305	4322
660	305	4322
661	306	4322
662	306	4323
663	307	4328
664	308	4330
665	309	4330
666	309	4331
667	310	4331
668	310	4331
669	311	4331
670	311	4331
671	312	4331
672	312	4331
673	313	4331
674	313	4335
675	314	4336
676	315	4338
677	315	4338
678	316	4338
679	316	4338
680	317	4338
681	317	4338
682	318	4337
683	318	4338
684	319	4338
685	319	4338
686	320	4339
687	320	4344
688	321	4346
689	322	4346
690	322	4345
691	323	4345
692	323	4344
693	324	4344
694	324	4344
695	325	4344
696	325	4344
697	325	4343
698	327	4354
699	327	4356
700	328	4356
701	328	4355
702	329	4355
703	329	4355
704	330	4354
705	330	4354
706	331	4354
707	331	4354
708	332	4354
709	332	4354
710	333	4356
711	334	4358
712	334	4359
713	335	4359
714	335	4359
715	336	4358
716	336	4358
717	337	4358
718	337	4358
719	338	4357
720	338	4357
721	339	4357
722	339	4357
723	340	4363
724	341	4364
725	341	4364
726	342	4364
727	342	4364
728	343	4364
729	343	4364
730	344	4364
731	344	4364
732	345	4364
733	345	4364
734	346	4366
735	347	4368
736	347	4369
737	348	4369
738	348	4369
739	349	4368
740	349	4368
741	350	4368
742	350	4368
743	351	4368
744	351	4368
745	352	4368
746	352	4368
747	353	4373
748	354	4374
749	354	4374
750	355	4374
751	355	4374
752	356	4373
753	356	4373
754	357	4373
755	357	4372
756	358	4372
757	358	4372
758	359	4372
759	360	4377
760	360	4379
761	361	4379
762	361	4379
763	362	4379
764	362	4379
765	363	4379
766	363	4378
767	364	4378
768	364	4378
769	365	4378
770	365	4377
771	366	4381
772	367	4382
773	367	4382
774	368	4382
775	368	4381
776	369	4381
777	369	4380
778	370	4380
779	370	4380
780	371	4380
781	371	4379
782	372	4379
783	372	4379
784	373	4381
785	373	4382
786	374	4382
787	374	4381
788	375	4382
789	375	4382
790	376	4382
791	376	4381
792	377	4381
793	377	4381
794	378	4381
795	378	4380
796	379	4383
797	380	4386
798	380	4385
799	381	4385
800	381	4385
801	382	4385
802	382	4384
803	383	4384
804	383	4384
805	384	4384
806	384	4383
807	385	4383
808	385	4384
809	386	4386
810	387	4387
811	387	4387
812	388	4386
813	388	4386
814	389	4386
815	389	4385
816	390	4385
817	390	4385
818	391	4384
819	391	4384
820	392	4384
821	393	4390
822	393	4390
823	394	4391
824	394	4390
825	395	4390
826	395	4390
827	396	4390
828	396	4390
829	397	4390
830	397	4390
831	398	4390
832	399	4392
833	399	4394
834	400	4394
835	400	4394
836	401	4394
837	401	4394
838	402	4395
839	403	4395
840	403	4394
841	404	4394
842	404	4394
843	405	4393
844	405	4395
845	406	4397
846	406	4397
847	407	4397
848	408	4397
849	408	4397
850	409	4397
851	409	4397
852	410	4398
853	410	4398
854	411	4398
855	411	4398
856	412	4401
857	413	4403
858	413	4404
859	414	4405
860	415	4405
861	415	4404
862	416	4404
863	416	4404
864	417	4404
865	417	4404
866	418	4404
867	418	4405
868	419	4407
869	420	4407
870	420	4408
871	421	4407
872	421	4407
873	422	4407
874	422	4407
875	423	4407
876	423	4407
877	424	4406
878	424	4406
879	425	4408
880	426	4410
881	426	4411
882	427	4411
883	427	4411
884	428	4411
885	428	4410
886	429	4410
887	429	4410
888	430	4410
889	430	4409
890	431	4412
891	432	4413
892	432	4414
893	433	4414
894	433	4414
895	434	4414
896	434	4414
897	435	4414
898	436	4414
899	436	4414
900	437	4413
901	437	4413
902	438	4415
903	439	4418
904	439	4418
905	440	4418
906	440	4418
907	441	4417
908	441	4417
909	442	4416
910	442	4416
911	443	4415
912	443	4415
913	444	4415
914	444	4417
915	445	4418
916	446	4418
917	446	4418
918	447	4418
919	447	4418
920	448	4417
921	448	4417
922	449	4417
923	449	4417
924	450	4417
925	451	4419
926	451	4423
927	452	4423
928	452	4423
929	453	4422
930	453	4422
931	454	4421
932	454	4421
933	455	4421
934	455	4420
935	456	4420
936	456	4420
937	457	4419
938	458	4423
939	459	4424
940	459	4424
941	460	4424
942	460	4424
943	461	4424
944	461	4424
945	462	4423
946	462	4423
947	463	4423
948	463	4422
949	464	4423
950	465	4425
951	465	4426
952	466	4426
953	466	4426
954	467	4426
955	467	4426
956	468	4425
957	468	4425
958	469	4424
959	469	4424
960	470	4424
961	471	4426
962	471	4427
963	472	4428
964	472	4428
965	473	4427
966	473	4427
967	474	4426
968	474	4425
969	475	4425
970	475	4424
971	476	4423
972	476	4424
973	477	4424
974	478	4425
975	478	4426
976	479	4426
977	479	4425
978	480	4425
979	480	4425
980	481	4424
981	481	4424
982	482	4424
983	482	4424
984	483	4423
985	484	4427
986	485	4429
987	485	4429
988	486	4429
989	486	4428
990	487	4428
991	487	4429
992	488	4429
993	488	4429
994	489	4428
995	489	4428
996	490	4428
997	491	4429
998	491	4430
999	492	4429
1000	492	4429
1001	493	4429
1002	493	4428
1003	494	4428
1004	494	4428
1005	495	4427
1006	495	4427
1007	496	4426
1008	496	4426
1009	497	4428
1010	498	4428
1011	498	4428
1012	499	4428
1013	499	4428
1014	500	4428
1015	500	4428
1016	501	4428
1017	501	4428
1018	502	4428
1019	502	4427
1020	503	4427
1021	504	4430
1022	504	4430
1023	505	4430
1024	506	4431
1025	506	4430
1026	507	4430
1027	507	4429
1028	507	4428
1029	508	4428
1030	508	4427
1031	509	4427
1032	509	4426
1033	510	4427
1034	511	4428
1035	511	4427
1036	512	4427
1037	512	4427
1038	513	4426
1039	513	4426
1040	514	4425
1041	514	4425
1042	515	4424
1043	515	4424
1044	516	4423
1045	516	4423
1046	517	4424
1047	518	4426
1048	518	4425
1049	519	4425
1050	519	4425
1051	520	4425
1052	520	4425
1053	521	4424
1054	521	4423
1055	522	4423
1056	522	4423
1057	523	4424
1058	524	4424
1059	524	4425
1060	525	4425
1061	525	4425
1062	526	4425
1063	526	4424
1064	527	4424
1065	527	4424
1066	528	4423
1067	528	4423
1068	529	4422
1069	530	4425
1070	530	4426
1071	531	4426
1072	531	4425
1073	532	4426
1074	533	4425
1075	533	4425
1076	534	4425
1077	534	4425
1078	535	4424
1079	535	4424
1080	536	4424
1081	537	4426
1082	537	4428
1083	538	4428
1084	538	4428
1085	539	4427
1086	540	4427
1087	540	4427
1088	540	4426
1089	541	4425
1090	541	4425
1091	542	4425
1092	543	4425
1093	543	4425
1094	544	4426
1095	544	4426
1096	545	4426
1097	545	4426
1098	546	4425
1099	547	4425
1100	547	4425
1101	548	4425
1102	548	4425
1103	549	4424
1104	549	4427
1105	550	4428
1106	551	4428
1107	551	4427
1108	552	4427
1109	552	4426
1110	553	4426
1111	553	4426
1112	554	4425
1113	554	4424
1114	555	4424
1115	555	4424
1116	556	4424
1117	556	4425
1118	557	4424
1119	557	4424
1120	558	4423
1121	559	4423
1122	559	4422
1123	559	4422
1124	560	4421
1125	560	4421
1126	561	4421
1127	562	4420
1128	562	4420
1129	563	4422
1130	564	4423
1131	564	4423
1132	565	4423
1133	565	4422
1134	566	4422
1135	566	4421
1136	567	4421
1137	567	4421
1138	568	4420
1139	568	4420
1140	569	4421
1141	570	4422
1142	570	4422
1143	571	4422
1144	571	4422
1145	572	4421
1146	572	4420
1147	573	4420
1148	573	4419
1149	574	4419
1150	574	4419
1151	575	4418
1152	575	4419
1153	576	4420
1154	577	4420
1155	577	4420
1156	578	4420
1157	578	4419
1158	579	4419
1159	579	4418
1160	580	4418
1161	580	4418
1162	581	4418
1163	582	4418
1164	583	4421
1165	583	4422
1166	584	4421
1167	584	4420
1168	585	4420
1169	585	4420
1170	586	4420
1171	586	4419
1172	587	4419
1173	587	4419
1174	588	4418
1175	589	4421
1176	589	4421
1177	590	4421
1178	590	4421
1179	591	4420
1180	591	4420
1181	592	4419
1182	592	4419
1183	593	4418
1184	593	4418
1185	594	4417
1186	594	4416
1187	595	4416
1188	596	4418
1189	596	4419
1190	597	4418
1191	597	4418
1192	598	4418
1193	599	4417
1194	599	4417
1195	600	4417
1196	600	4416
1197	601	4416
1198	601	4417
1199	602	4419
1200	603	4419
1201	603	4419
1202	604	4419
1203	604	4418
1204	605	4418
1205	605	4417
1206	606	4417
1207	606	4416
1208	607	4415
1209	607	4415
1210	608	4415
1211	609	4416
1212	609	4417
1213	610	4417
1214	610	4417
1215	611	4417
1216	611	4416
1217	612	4416
1218	613	4415
1219	613	4415
1220	613	4414
1221	614	4413
1222	615	4414
1223	615	4415
1224	616	4415
1225	616	4415
1226	617	4414
1227	617	4414
1228	618	4413
1229	619	4413
1230	619	4413
1231	620	4412
1232	620	4412
1233	621	4411
1234	621	4413
1235	622	4414
1236	623	4413
1237	623	4413
1238	624	4413
1239	624	4413
1240	625	4412
1241	625	4412
1242	626	4412
1243	626	4411
1244	627	4411
1245	628	4414
1246	629	4415
1247	629	4415
1248	630	4414
1249	630	4414
1250	631	4414
1251	631	4414
1252	632	4414
1253	632	4413
1254	633	4413
1255	633	4413
1256	634	4412
1257	635	4414
1258	635	4415
1259	636	4414
1260	636	4414
1261	637	4413
1262	637	4413
1263	638	4412
1264	638	4412
1265	639	4411
1266	639	4411
1267	640	4410
1268	641	4411
1269	641	4412
1270	642	4413
1271	643	4412
1272	643	4412
1273	644	4411
1274	644	4411
1275	645	4411
1276	645	4410
1277	646	4410
1278	646	4409
1279	647	4409
1280	647	4410
1281	648	4411
1282	649	4411
1283	649	4410
1284	650	4410
1285	650	4410
1286	651	4409
1287	651	4409
1288	652	4409
1289	652	4408
1290	653	4408
1291	654	4408
1292	654	4409
1293	655	4410
1294	656	4409
1295	656	4409
1296	657	4409
1297	657	4408
1298	658	4408
1299	658	4407
1300	659	4407
1301	659	4407
1302	660	4407
1303	661	4410
1304	662	4411
1305	662	4411
1306	663	4410
1307	663	4410
1308	664	4410
1309	664	4409
1310	665	4409
1311	665	4408
1312	666	4408
1313	666	4408
1314	667	4408
1315	668	4410
1316	668	4410
1317	669	4409
1318	669	4409
1319	670	4408
1320	670	4408
1321	671	4407
1322	671	4407
1323	672	4406
1324	672	4405
1325	673	4405
1326	674	4405
1327	674	4406
1328	675	4406
1329	675	4406
1330	676	4405
1331	676	4404
1332	677	4404
1333	677	4403
1334	678	4402
1335	678	4402
1336	679	4402
1337	679	4401
1338	680	4401
1339	681	4403
1340	682	4404
1341	682	4403
1342	683	4403
1343	683	4403
1344	684	4402
1345	684	4401
1346	685	4401
1347	685	4400
1348	686	4400
1349	686	4399
1350	687	4399
1351	688	4400
1352	688	4400
1353	689	4400
1354	689	4399
1355	690	4399
1356	690	4398
1357	691	4397
1358	691	4397
1359	692	4397
1360	692	4396
1361	693	4396
1362	694	4398
1363	694	4399
1364	695	4398
1365	695	4398
1366	696	4397
1367	696	4397
1368	697	4397
1369	697	4396
1370	698	4396
1371	698	4395
1372	699	4394
1373	699	4394
1374	700	4394
1375	701	4395
1376	701	4395
1377	702	4394
1378	702	4393
1379	703	4393
1380	703	4392
1381	704	4392
1382	704	4392
1383	705	4391
1384	705	4390
1385	706	4390
1386	706	4389
1387	707	4390
1388	708	4390
1389	708	4390
1390	709	4389
1391	709	4388
1392	710	4388
1393	710	4387
1394	711	4387
1395	711	4386
1396	712	4385
1397	712	4385
1398	713	4386
1399	714	4391
1400	715	4391
1401	715	4390
1402	716	4390
1403	717	4390
1404	717	4389
1405	718	4389
1406	718	4388
1407	719	4388
1408	719	4387
1409	720	4388
1410	721	4388
1411	721	4388
1412	722	4387
1413	722	4387
1414	723	4386
1415	723	4386
1416	724	4386
1417	724	4385
1418	725	4385
1419	725	4384
1420	726	4385
1421	727	4387
1422	728	4388
1423	728	4387
1424	729	4387
1425	729	4386
1426	730	4386
1427	730	4385
1428	731	4385
1429	731	4384
1430	732	4384
1431	732	4383
1432	733	4383
1433	733	4384
1434	734	4384
1435	735	4383
1436	735	4383
1437	736	4382
1438	736	4382
1439	737	4381
1440	737	4381
1441	738	4380
1442	738	4380
1443	739	4379
1444	740	4381
1445	740	4381
1446	741	4381
1447	741	4380
1448	742	4379
1449	742	4379
1450	743	4379
1451	743	4378
1452	744	4378
1453	744	4377
1454	745	4376
1455	745	4376
1456	746	4376
1457	747	4377
1458	747	4377
1459	748	4376
1460	748	4376
1461	749	4375
1462	749	4374
1463	750	4373
1464	750	4373
1465	751	4372
1466	751	4372
1467	752	4371
1468	753	4373
1469	753	4373
1470	754	4373
1471	754	4372
1472	755	4371
1473	755	4371
1474	756	4370
1475	756	4370
1476	757	4369
1477	757	4369
1478	758	4368
1479	758	4368
1480	759	4368
1481	760	4369
1482	760	4369
1483	761	4368
1484	761	4368
1485	762	4367
1486	762	4367
1487	763	4366
1488	763	4366
1489	764	4365
1490	764	4365
1491	765	4364
1492	766	4368
1493	767	4368
1494	767	4368
1495	768	4367
1496	768	4367
1497	769	4366
1498	769	4365
1499	770	4364
1500	770	4364
1501	771	4363
1502	771	4362
1503	772	4363
1504	773	4363
1505	773	4363
1506	774	4362
1507	774	4361
1508	775	4361
1509	775	4360
1510	776	4360
1511	776	4359
1512	777	4359
1513	777	4358
1514	778	4358
1515	778	4357
1516	779	4358
1517	780	4359
1518	780	4358
1519	781	4358
1520	781	4357
1521	782	4357
1522	782	4356
1523	783	4355
1524	783	4355
1525	784	4354
1526	784	4353
1527	785	4353
1528	785	4352
1529	786	4353
1530	787	4353
1531	787	4353
1532	788	4352
1533	788	4352
1534	789	4351
1535	789	4351
1536	790	4350
1537	790	4349
1538	791	4349
1539	791	4348
1540	792	4348
1541	792	4348
1542	793	4348
1543	793	4348
1544	794	4347
1545	795	4347
1546	795	4346
1547	795	4346
1548	796	4345
1549	796	4344
1550	797	4344
1551	797	4343
1552	798	4344
1553	799	4344
1554	800	4345
1555	800	4344
1556	801	4344
1557	801	4343
1558	802	4343
1559	802	4342
1560	803	4342
1561	803	4341
1562	804	4341
1563	804	4340
1564	805	4341
1565	806	4341
1566	806	4341
1567	807	4340
1568	807	4340
1569	808	4339
1570	808	4338
1571	809	4337
1572	809	4337
1573	810	4336
1574	810	4336
1575	811	4335
1576	812	4339
1577	813	4339
1578	813	4339
1579	814	4338
1580	814	4337
1581	815	4337
1582	815	4336
1583	816	4336
1584	816	4336
1585	817	4335
1586	817	4335
1587	818	4337
1588	819	4337
1589	819	4336
1590	820	4336
1591	820	4335
1592	821	4335
1593	821	4334
1594	822	4333
1595	822	4333
1596	823	4332
1597	823	4332
1598	824	4331
1599	824	4331
1600	825	4331
1601	826	4331
1602	826	4330
1603	827	4330
1604	827	4329
1605	828	4329
1606	828	4328
1607	829	4328
1608	829	4327
1609	830	4327
1610	830	4326
1611	831	4326
1612	832	4327
1613	832	4327
1614	833	4326
1615	833	4326
1616	834	4325
1617	834	4325
1618	835	4324
1619	835	4324
1620	836	4323
1621	836	4322
1622	837	4322
1623	837	4321
1624	838	4322
1625	839	4322
1626	839	4321
1627	840	4320
1628	840	4320
1629	841	4319
1630	841	4319
1631	842	4318
1632	842	4318
1633	843	4317
1634	843	4316
1635	844	4316
1636	844	4316
1637	845	4316
1638	846	4316
1639	846	4315
1640	847	4315
1641	847	4314
1642	848	4314
1643	848	4314
1644	849	4313
1645	849	4313
1646	850	4312
1647	851	4313
1648	851	4314
1649	852	4314
1650	853	4314
1651	853	4313
1652	854	4313
1653	854	4312
1654	855	4312
1655	855	4312
1656	856	4311
1657	856	4311
1658	857	4310
1659	858	4311
1660	858	4311
1661	859	4311
1662	859	4310
1663	860	4310
1664	861	4310
1665	861	4309
1666	862	4309
1667	862	4308
1668	863	4308
1669	863	4308
1670	864	4307
1671	865	4308
1672	865	4309
1673	866	4309
1674	866	4308
1675	867	4308
1676	867	4307
1677	868	4307
1678	869	4307
1679	869	4306
1680	870	4306
1681	870	4306
1682	871	4307
1683	872	4307
1684	872	4306
1685	873	4305
1686	873	4305
1687	874	4304
1688	874	4304
1689	875	4303
1690	875	4303
1691	876	4302
1692	876	4302
1693	877	4301
1694	878	4302
1695	878	4303
1696	879	4302
1697	879	4302
1698	880	4301
1699	880	4301
1700	881	4301
1701	882	4300
1702	882	4300
1703	883	4299
1704	883	4298
1705	884	4299
1706	885	4300
1707	885	4299
1708	886	4299
1709	886	4298
1710	887	4297
1711	887	4297
1712	888	4296
1713	888	4296
1714	889	4295
1715	889	4294
1716	890	4294
1717	891	4295
1718	891	4295
1719	892	4295
1720	892	4294
1721	893	4294
1722	893	4293
1723	894	4293
1724	894	4293
1725	895	4292
1726	895	4291
1727	896	4290
1728	897	4291
1729	897	4291
1730	898	4292
1731	899	4291
1732	899	4290
1733	900	4290
1734	900	4289
1735	901	4289
1736	901	4289
1737	902	4288
1738	902	4287
1739	903	4287
1740	903	4286
1741	904	4288
1742	905	4287
1743	905	4287
1744	906	4286
1745	906	4286
1746	907	4286
1747	907	4286
1748	908	4285
1749	908	4285
1750	909	4284
1751	910	4285
1752	911	4285
1753	911	4286
1754	912	4285
1755	912	4285
1756	913	4284
1757	913	4283
1758	914	4282
1759	914	4282
1760	915	4281
1761	915	4280
1762	916	4280
1763	916	4279
1764	917	4280
1765	917	4280
1766	918	4279
1767	918	4278
1768	919	4278
1769	919	4277
1770	920	4276
1771	920	4276
1772	921	4275
1773	921	4274
1774	922	4274
1775	922	4273
1776	923	4273
1777	924	4273
1778	924	4273
1779	925	4273
1780	925	4272
1781	926	4272
1782	926	4271
1783	927	4270
1784	927	4270
1785	928	4269
1786	928	4269
1787	929	4268
1788	930	4270
1789	930	4269
1790	931	4269
1791	932	4268
1792	932	4268
1793	933	4267
1794	933	4267
1795	934	4266
1796	934	4266
1797	935	4265
1798	935	4265
1799	936	4264
1800	936	4265
1801	937	4265
1802	938	4265
1803	938	4264
1804	939	4264
1805	939	4263
1806	940	4262
1807	940	4262
1808	941	4261
1809	941	4261
1810	942	4260
1811	942	4260
1812	943	4260
1813	944	4260
1814	944	4260
1815	945	4259
1816	945	4259
1817	946	4258
1818	946	4257
1819	947	4257
1820	947	4256
1821	948	4256
1822	948	4255
1823	949	4255
1824	950	4256
1825	950	4256
1826	951	4256
1827	951	4255
1828	952	4255
1829	952	4254
1830	953	4254
1831	954	4253
1832	954	4253
1833	955	4252
1834	955	4251
1835	956	4252
1836	957	4253
1837	957	4252
1838	958	4252
1839	958	4251
1840	959	4251
1841	959	4250
1842	960	4250
1843	960	4249
1844	961	4248
1845	961	4248
1846	962	4248
1847	963	4248
1848	963	4248
1849	964	4248
1850	964	4247
1851	965	4247
1852	965	4246
1853	966	4246
1854	966	4245
1855	967	4245
1856	967	4244
1857	968	4243
1858	969	4243
1859	969	4244
1860	970	4244
1861	970	4243
1862	971	4242
1863	971	4242
1864	972	4241
1865	973	4241
1866	973	4240
1867	974	4240
1868	974	4239
1869	975	4239
1870	975	4238
