Total_Nbr_of_Items,Total_Price,Venue,Payment_Type,Card_Source,Date_diff,Week_day_name,Nbr_trips_per_wk,Nbr_items_per_wk,Nbr_items_wk_perc,Expenditure_per_wk,Total_Exp_wk_perc,AVG_exp_item_per_wk,Trips_response_lt_5,hour,Part_of_day,Bread,Cooked_meats,Raw_meats,Eating_out,Snacks,Drinks,Vegetables,Fruit,Cooking_base,Dairy_produce,Seasoning,Breakfast,Transport,DIY,Electronics,Education,Tech_and_services,Cosmetics_and_selfcare,Clothes_and_shoes,House_and_kitchen,Bread_receipt,Bread_wk,Bread_wk_perc,Bread_exp_receipt,Bread_exp_wk,Bread_wk_exp_perc,Cooked_meats_receipt,Cooked_meats_wk,Cooked_meats_wk_perc,Cooked_meats_exp_receipt,Cooked_meats_exp_wk,Cooked_meats_wk_exp_perc,Raw_meats_receipt,Raw_meats_wk,Raw_meats_wk_perc,Raw_meats_exp_receipt,Raw_meats_exp_wk,Raw_meats_wk_exp_perc,Eating_out_receipt,Eating_out_wk,Eating_out_wk_perc,Eating_out_exp_receipt,Eating_out_exp_wk,Eating_out_wk_exp_perc,Snacks_receipt,Snacks_wk,Snacks_wk_perc,Snacks_exp_receipt,Snacks_exp_wk,Snacks_wk_exp_perc,Drinks_receipt,Drinks_wk,Drinks_wk_perc,Drinks_exp_receipt,Drinks_exp_wk,Drinks_wk_exp_perc,Vegetables_receipt,Vegetables_wk,Vegetables_wk_perc,Vegetables_exp_receipt,Vegetables_exp_wk,Vegetables_wk_exp_perc,Fruit_receipt,Fruit_wk,Fruit_wk_perc,Fruit_exp_receipt,Fruit_exp_wk,Fruit_wk_exp_perc,Cooking_base_receipt,Cooking_base_wk,Cooking_base_wk_perc,Cooking_base_exp_receipt,Cooking_base_exp_wk,Cooking_base_wk_exp_perc,Dairy_produce_receipt,Dairy_produce_wk,Dairy_produce_wk_perc,Dairy_produce_exp_receipt,Dairy_produce_exp_wk,Dairy_produce_wk_exp_perc,Seasoning_receipt,Seasoning_wk,Seasoning_wk_perc,Seasoning_exp_receipt,Seasoning_exp_wk,Seasoning_wk_exp_perc,Breakfast_receipt,Breakfast_wk,Breakfast_wk_perc,Breakfast_exp_receipt,Breakfast_exp_wk,Breakfast_wk_exp_perc,Transport_receipt,Transport_wk,Transport_wk_perc,Transport_exp_receipt,Transport_exp_wk,Transport_wk_exp_perc,DIY_receipt,DIY_wk,DIY_wk_perc,DIY_exp_receipt,DIY_exp_wk,DIY_wk_exp_perc,Electronics_receipt,Electronics_wk,Electronics_wk_perc,Electronics_exp_receipt,Electronics_exp_wk,Electronics_wk_exp_perc,Education_receipt,Education_wk,Education_wk_perc,Education_exp_receipt,Education_exp_wk,Education_wk_exp_perc,Tech_and_services_receipt,Tech_and_services_wk,Tech_and_services_wk_perc,Tech_and_services_exp_receipt,Tech_and_services_exp_wk,Tech_and_services_wk_exp_perc,Cosmetics_and_selfcare_receipt,Cosmetics_and_selfcare_wk,Cosmetics_and_selfcare_wk_perc,Cosmetics_and_selfcare_exp_receipt,Cosmetics_and_selfcare_exp_wk,Cosmetics_and_selfcare_wk_exp_perc,Clothes_and_shoes_receipt,Clothes_and_shoes_wk,Clothes_and_shoes_wk_perc,Clothes_and_shoes_exp_receipt,Clothes_and_shoes_exp_wk,Clothes_and_shoes_wk_exp_perc,House_and_kitchen_receipt,House_and_kitchen_wk,House_and_kitchen_wk_perc,House_and_kitchen_exp_receipt,House_and_kitchen_exp_wk,House_and_kitchen_wk_exp_perc
1,9.86,Tesco,Card,DB,3.0,Thursday,4,29,0.034482758620689655,32.64,0.3020833333333333,1.1255172413793104,1,8,Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
8,4.91,Aldi,Card,Contactless,0.0,Thursday,4,29,0.27586206896551724,32.64,0.15042892156862744,1.1255172413793104,1,13,Afternoon,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,0.98,1.96,0.5,0,0,0.0,0.0,0.0,0.0,1,5,0.2,1.18,7.81,0.15108834827144688,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,5,14,0.35714285714285715,2.75,6.95,0.39568345323741005,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
10,11.7,Aldi,Card,Contactless,2.0,Saturday,4,29,0.3448275862068966,32.64,0.3584558823529411,1.1255172413793104,1,10,Morning,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,5,0.4,4.27,7.81,0.5467349551856594,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,1,1.0,0.85,0.85,1.0,5,14,0.35714285714285715,2.44,6.95,0.35107913669064744,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
4,2.76,Aldi,Card,Contactless,2.0,Monday,3,31,0.12903225806451613,25.28,0.1091772151898734,0.815483870967742,1,15,Afternoon,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.5,0.98,1.96,0.5,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,0.99,5.73,0.17277486910994763,0,13,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.79,0.79,1.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
15,10.58,Aldi,Card,Contactless,2.0,Wednesday,3,31,0.4838709677419355,25.28,0.4185126582278481,0.815483870967742,1,12,Afternoon,0,0,1,0,0,0,6,1,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,2,0.5,2.49,5.58,0.446236559139785,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,6,13,0.46153846153846156,2.69,5.82,0.4621993127147766,1,1,1.0,0.89,0.89,1.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,3,3,1.0,1.45,1.45,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.49,0.49,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
12,11.94,Aldi,Card,Contactless,3.0,Saturday,3,31,0.3870967741935484,25.28,0.47231012658227844,0.815483870967742,1,12,Afternoon,2,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,0.98,1.96,0.5,0,0,0.0,0.0,0.0,0.0,1,2,0.5,3.09,5.58,0.553763440860215,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,3,0.6666666666666666,4.74,5.73,0.8272251308900523,7,13,0.5384615384615384,3.13,5.82,0.5378006872852233,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
14,8.53,Aldi,Cash,0,4.0,Wednesday,3,22,0.6363636363636364,29.2,0.29212328767123286,1.3272727272727272,1,10,Morning,2,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0.6666666666666666,0.98,1.47,0.6666666666666666,0,0,0.0,0.0,0.0,0.0,2,3,0.6666666666666666,2.36,7.25,0.3255172413793103,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.28,0.28,1.0,1,1,1.0,0.99,0.99,1.0,4,9,0.4444444444444444,1.8199999999999998,4.12,0.44174757281553395,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,3,1.0,1.47,1.47,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,12.99,Udemy,Card,DD,0.0,Wednesday,3,22,0.045454545454545456,29.2,0.4448630136986301,1.3272727272727272,1,22,Late_night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,12.99,12.99,1.0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
7,7.68,Aldi,Card,Contactless,3.0,Saturday,3,22,0.3181818181818182,29.2,0.26301369863013696,1.3272727272727272,1,14,Afternoon,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.49,1.47,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,4.89,7.25,0.6744827586206896,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,5,9,0.5555555555555556,2.3,4.12,0.558252427184466,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
7,5.89,Aldi,Cash,0,3.0,Tuesday,6,27,0.25925925925925924,27.39,0.21504198612632347,1.0144444444444445,0,11,Morning,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.99,3.73,0.26541554959785524,1,1,1.0,1.45,1.45,1.0,1,4,0.25,1.18,8.43,0.13997627520759193,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,0,2,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,1.54,1.54,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
8,4.8,Aldi,Card,Contactless,2.0,Thursday,6,27,0.2962962962962963,27.39,0.17524644030668127,1.0144444444444445,0,17,Afternoon,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,4,0.25,1.18,8.43,0.13997627520759193,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,1,2,0.5,0.99,1.98,0.5,2,5,0.4,0.82,2.04,0.40196078431372545,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,1.08,1.08,1.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,1.75,Europe,Cash,0,1.0,Friday,6,27,0.037037037037037035,27.39,0.06389193136181087,1.0144444444444445,0,10,Morning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,1.75,3.73,0.4691689008042895,0,1,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,4.0,B&Q,Card,Contactless,1.0,Saturday,6,27,0.037037037037037035,27.39,0.14603870025556773,1.0144444444444445,0,9,Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,4.0,4.0,1.0
9,9.96,Aldi,Card,Contactless,0.0,Saturday,6,27,0.3333333333333333,27.39,0.36363636363636365,1.0144444444444445,0,10,Morning,0,0,2,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,2,4,0.5,6.069999999999999,8.43,0.720047449584816,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,1,2,0.5,0.99,1.98,0.5,3,5,0.6,1.22,2.04,0.5980392156862745,1,1,1.0,0.95,0.95,1.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,0.99,Europe,Card,Contactless,0.0,Saturday,6,27,0.037037037037037035,27.39,0.03614457831325301,1.0144444444444445,0,10,Morning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.99,3.73,0.26541554959785524,0,1,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
10,5.8,Aldi,Card,Contactless,2.0,Monday,5,42,0.23809523809523808,73.53999999999999,0.07886864291542019,1.7509523809523808,0,10,Morning,1,1,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.99,2.9699999999999998,0.33333333333333337,1,3,0.3333333333333333,1.45,4.35,0.33333333333333337,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,0,2,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,3,3,1.0,0.6000000000000001,0.6000000000000001,1.0,2,6,0.3333333333333333,1.54,4.62,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,6,0.16666666666666666,0.49,13.64,0.035923753665689145,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,32.99,Abbey Sports,Card,DD,2.0,Wednesday,5,42,0.023809523809523808,73.53999999999999,0.44859940168615725,1.7509523809523808,0,8,Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,32.99,32.99,1.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
10,7.8,Aldi,Card,Contactless,1.0,Thursday,5,42,0.23809523809523808,73.53999999999999,0.10606472667935818,1.7509523809523808,0,8,Morning,1,1,1,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.99,2.9699999999999998,0.33333333333333337,1,3,0.3333333333333333,1.45,4.35,0.33333333333333337,1,3,0.3333333333333333,1.18,4.85,0.24329896907216494,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,0,2,0.0,0.0,0.0,0.0,1,6,0.16666666666666666,0.53,3.16,0.16772151898734178,2,2,1.0,1.38,1.38,1.0,0,3,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,1.54,4.62,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
5,13.15,Wilko,Card,Contactless,0.0,Thursday,5,42,0.11904761904761904,73.53999999999999,0.17881425074789234,1.7509523809523808,0,11,Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,5,6,0.8333333333333334,13.15,13.64,0.9640762463343109,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
16,13.8,Aldi,Card,Contactless,2.0,Saturday,5,42,0.38095238095238093,73.53999999999999,0.18765297797117217,1.7509523809523808,0,16,Afternoon,1,1,2,0,2,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.99,2.9699999999999998,0.33333333333333337,1,3,0.3333333333333333,1.45,4.35,0.33333333333333337,2,3,0.6666666666666666,3.67,4.85,0.7567010309278351,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,0.73,2.19,0.3333333333333333,2,2,1.0,1.8399999999999999,1.8399999999999999,1.0,5,6,0.8333333333333334,2.63,3.16,0.8322784810126581,0,2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,1.54,4.62,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,10.0,Tesco,Card,DD,2.0,Monday,4,32,0.03125,40.26,0.24838549428713363,1.258125,1,8,Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
11,10.77,Aldi,Card,Contactless,2.0,Wednesday,4,32,0.34375,40.26,0.26751117734724295,1.258125,1,16,Afternoon,1,0,3,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0.3333333333333333,0.49,1.47,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,3,6,0.5,5.859999999999999,12.97,0.45181187355435615,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,4,11,0.36363636363636365,2.33,6.2,0.3758064516129032,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.95,0.95,1.0,1,1,1.0,0.79,0.79,1.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
